  Score Score Score MIDI  MIDI MIDI
  Bar   UUID  Pitch UUID  Ptch Vel.
m   303  6655   G#5   682  G#5 100
m   303  6654    B4   685   B4  73
m   304  6658   D#5   688  D#5  55
m     0    -1         703   A2  63
m   304  6659    G3   713   G3  59
m     0    -1         730   A2  50
m   304  6660    B4   733   B4  68
m   304  6661   D#5   736  D#5  68
m     0    -1         740   G3  47
m   304  6663    A2   756   A2   1
m     0    -1         759   G2   1
m     0    -1         777  G#6  87
m     0    -1         781  D#4  68
m     0    -1         793  C#3  18
m   304  6666   D#5   736  D#5  68
m   304  6667    A2   756   A2   1
m   304  6669   G#6   777  G#6  87
m   304  6670   D#4   781  D#4  68
m   304  6671   G#5   795  G#5  69
m   304  6672    B3   806   B3  56
m   304  6673    G2   817   G2  75
m   304  6674   D#3   827  D#3  82
m   304  6675    B2   834   B2  39
m   304  6679   G#5   835  G#5  94
m   304  6678   D#5   836  D#5  78
m   304  6676   G#4   837  G#4  91
m   304  6677    B4   838   B4  79
m     0    -1         852  F#5   1
m   304  6680    A1   862   A1  68
m   304  6681    G2   864   G2  36
m   304  6682   D#4   874  D#4  66
m   304  6683    B3   889   B3  60
m   304  6684    G2   893   G2  40
m   304  6685    A1   915   A1  53
m   304  6686    G2   927   G2  52
m   304  6687    B3   928   B3  56
m   304  6688   D#4   930  D#4  54
m   304  6689    A0   947   A0  68
m   304  6690    G3   958   G3  56
m   304  6691   G#4   960  G#4  60
m   304  6693    A0   972   A0  44
m   304  6697   C#4   996  C#4  45
m   304  6695   F#2   999  F#2  31
m   304  6696    F3  1000   F3  20
m   304  6694    A1  1001   A1  37
m   304  6702   C#4  1040  C#4  29
m   304  6701    F3  1046   F3  20
m   304  6700   F#2  1047  F#2   9
m   304  6698    G1  1049   G1  28
m   304  6699    A1  1053   A1   6
m   305  6704    E1  1123   E1  23
m   305  6705   F#4  1151  F#4  36
m   305  6706    C3  1158   C3  46
m   305  6708   F#1  1191  F#1  76
m   305  6709   A#4  1200  A#4  81
m   305  6710    D3  1210   D3  54
m   305  6712   F#1  1237  F#1  59
m   305  6714   A#4  1253  A#4  54
m   305  6715   F#2  1263  F#2  49
m   305  6716    D3  1266   D3  58
m   305  6717   A#3  1280  A#3  46
m   305  6718    D3  1298   D3  41
m   305  6720    G5  1311   G5  73
m   305  6719    D3  1312   D3  56
m   305  6721   G#3  1327  G#3  78
m   305  6723   A#3  1341  A#3  78
m   305  6722    D3  1344   D3  53
m   305  6726   G#3  1351  G#3  22
m   305  6724    G6  1356   G6  94
m   305  6726   G#3  1372  G#3  73
m   305  6727   A#3  1375  A#3  86
m   305  6725    D3  1380   D3  71
m   305  6728    G7  1390   G7 109
m   306  6732    C3  1478   C3  39
m   306  6733    C4  1491   C4  44
m   306  6731   C#6  1494  C#6  58
m   306  6734   F#4  1512  F#4  56
m   306  6736    A3  1528   A3  39
m   306  6737   C#6  1537  C#6  50
m   306  6738   F#4  1540  F#4   1
m   306  6739    A3  1547   A3  35
m   306  6740   C#6  1576  C#6  33
m   306  6741   F#4  1583  F#4  48
m   306  6742   C#6  1599  C#6  52
m   306  6743   F#4  1610  F#4  44
m   306  6744    A3  1621   A3  31
m   306  6745   C#6  1633  C#6  44
m   306  6746   F#4  1644  F#4  19
m   306  6747    A3  1653   A3  41
m   306  6748   C#6  1676  C#6  45
m   306  6749   F#4  1684  F#4  29
m   306  6752    F4  1693   F4  51
m   306  6751    C4  1694   C4  50
m   306  6750   C#6  1697  C#6  57
m   306  6753   F#4  1699  F#4  45
m   306  6754    A3  1708   A3  38
m   306  6755   C#6  1713  C#6  41
m   306  6756   F#4  1716  F#4  35
m   306  6757    A3  1724   A3  10
m   306  6758   C#6  1735  C#6  46
m   306  6759   F#4  1743  F#4  32
m   306  6760   C#6  1749  C#6  40
m   306  6761   F#4  1752  F#4  48
m   306  6762    A3  1764   A3  27
m   306  6763   C#6  1772  C#6  37
m   306  6764   F#4  1780  F#4  39
m   306  6765    A3  1792   A3  32
m   306  6766   C#6  1806  C#6  34
m   306  6767   F#4  1807  F#4  41
m   307  6771    F4  1812   F4  66
m   307  6770    C4  1814   C4  60
m   307  6769   C#6  1818  C#6  63
m   307  6772   F#4  1830  F#4  58
m   307  6773    A3  1840   A3   8
m   307  6774   C#6  1843  C#6  41
m   307  6775   F#4  1850  F#4  41
m   307  6776    A3  1858   A3  44
m   307  6777   G#3  1862  G#3  68
m   307  6778   C#6  1881  C#6  55
m   307  6779   F#4  1891  F#4  47
m     0    -1        1898   A3  14
m   307  6780   C#6  1913  C#6  52
m   307  6781   F#4  1923  F#4  59
m   307  6782    A3  1934   A3  42
m   307  6783    F5  1942   F5  72
m   307  6786    F4  1972   F4  89
m   307  6785    C4  1973   C4  76
m   307  6784   G#3  1976  G#3  79
m   307  6788    G3  2005   G3  33
m   307  6789   F#3  2016  F#3  38
m   307  6791    D4  2034   D4  49
m   307  6792   A#5  2046  A#5  47
m   307  6793   F#3  2051  F#3  46
m   307  6794    D4  2062   D4  41
m   307  6795   A#5  2069  A#5  49
m   307  6796   G#5  2079  G#5  60
m   307  6797   F#3  2092  F#3  60
m   307  6798    D4  2095   D4  66
m   307  6799   G#4  2106  G#4  62
m   307  6801    D4  2113   D4  89
m   307  6800   F#3  2116  F#3  76
m   307  6802   A#5  2129  A#5  80
m   307  6803   G#4  2132  G#4  66
m   307  6804    D3  2148   D3  57
m   307  6805   F#2  2159  F#2  56
m   307  6806   G#4  2164  G#4  28
m     0    -1        2190  G#5  47
m     0    -1        2197  A#5   2
m     0    -1        2202  G#5  55
m     0    -1        2204  C#5  74
m   307  6804    D3  2148   D3  57
m   307  6805   F#2  2159  F#2  56
m   307  6806   G#4  2164  G#4  28
m   307  6809   A#5  2197  A#5   2
m   308  6811   G#5  2202  G#5  55
m   308  6812   C#5  2204  C#5  74
m   308  6813    G6  2210   G6  81
m   308  6814    D4  2218   D4  43
m   308  6816    D5  2224   D5  43
m   308  6817   G#5  2228  G#5  50
m   308  6819    D3  2240   D3  47
m     0    -1        2244  A#5  47
m   308  6820   F#2  2246  F#2  45
m     0    -1        2257  F#2  43
m   308  6821    D3  2258   D3  61
m   308  6822    D5  2259   D5  73
m   308  6823   A#5  2288  A#5  52
m   308  6824   G#4  2298  G#4  58
m   308  6825   A#5  2307  A#5  62
m   308  6826   F#1  2316  F#1  58
m   308  6827   G#5  2330  G#5  64
m   308  6828   A#6  2340  A#6  52
m   308  6829   G#5  2356  G#5  66
m   308  6830    G7  2370   G7  92
m   308  6832    D4  2381   D4  61
m   308  6831   F#3  2382  F#3  55
m     0    -1        2394   B3   1
m   308  6833   G#4  2396  G#4  65
m   308  6834    D4  2403   D4  51
m   308  6836   A#5  2423  A#5  60
m   308  6837   G#4  2432  G#4  46
m   308  6839    E2  2440   E2  50
m   308  6838   F#2  2446  F#2  35
m   308  6840   F#5  2450  F#5  67
m   308  6841   G#5  2471  G#5  74
m   308  6842   F#2  2477  F#2  41
m   308  6843    D3  2478   D3  53
m   308  6845   A#5  2492  A#5  58
m   308  6844   G#5  2495  G#5  53
m   308  6846    F4  2511   F4  34
m   308  6848    G6  2532   G6  82
m     0    -1        2534  F#6  16
m   308  6852   F#5  2553  F#5  78
m     0    -1        2556  C#2  44
m   308  6851    F2  2557   F2  46
m   308  6850    C2  2558   C2  56
m     0    -1        2559   G2  47
m     0    -1        2562  G#5   4
m   308  6855    F2  2607   F2  25
m   308  6856   F#4  2608  F#4  36
m   308  6854    C2  2609   C2   9
m   308  6853   G#1  2611  G#1  20
m   309  6858    D5  2654   D5  45
m   309  6860   F#2  2663  F#2  22
m   309  6861   A#1  2668  A#1  43
m   309  6862    D5  2674   D5  54
m   309  6864   F#2  2682  F#2  53
m   309  6865    D6  2688   D6  74
m   309  6868   A#1  2704  A#1  50
m   309  6867   F#2  2713  F#2  67
m   309  6868   A#1  2719  A#1  54
m   309  6869    B2  2725   B2  67
m   309  6870    C3  2733   C3  73
m   309  6871    B2  2738   B2  77
m   309  6872   F#2  2751  F#2  58
m   309  6874    C3  2797   C3  22
m   309  6875    B2  2806   B2  47
m   309  6876    C3  2815   C3  51
m   309  6877    B2  2825   B2  63
m   309  6878    C3  2831   C3  67
m   309  6880    C3  2855   C3  70
m   309  6881   F#1  2881  F#1  29
m   309  6885   F#3  2905  F#3  37
m   309  6884    F2  2910   F2  20
m   309  6882   G#1  2913  G#1  19
m   310  6887    E1  2967   E1  28
m   310  6888   F#1  2974  F#1   9
m   310  6890   F#1  3000  F#1  38
m   310  6891    B1  3011   B1  37
m   310  6892    C2  3018   C2  57
m   310  6893    E6  3020   E6  55
m   310  6895   A#5  3027  A#5  63
m   310  6894    B1  3028   B1  67
m   310  6896   F#6  3035  F#6  92
m   310  6897   A#0  3036  A#0  70
m   310  6898   D#1  3056  D#1  77
m   310  6899    D7  3064   D7  97
m   310  6901   F#1  3082  F#1  71
m   310  6902   A#0  3096  A#0  54
m   310  6903   F#1  3116  F#1  42
m   310  6904    C2  3132   C2  47
m   310  6905    B1  3149   B1  29
m   310  6907    C2  3158   C2  38
m   310  6908    B1  3165   B1  45
m   310  6910   F#6  3247  F#6  50
m   310  6914   F#1  3251  F#1  15
m   310  6913    E1  3252   E1  16
m   310  6911   A#0  3255  A#0  11
m   310  6916    C2  3256   C2  13
m   310  6915    B1  3258   B1  10
m   310  6912   D#1  3259  D#1  10
m   310  6922   F#1  3410  F#1   1
m   310  6921    E1  3414   E1   1
m   310  6924    C2  3415   C2  10
m   310  6923    B1  3417   B1   7
m   310  6920   D#1  3421  D#1   1
m   310  6923    B1  3606   B1  80
m   311  6932    C2  3607   C2  88
m   311  6927   A#0  3608  A#0  81
m   311  6928   D#1  3610  D#1  81
m   311  6930   F#1  3611  F#1  84
m   311  6929    E1  3612   E1  81
m   311  6926   F#6  3613  F#6 117
m   311  6929    E1  4076   E1  27
m   311  6936    C2  4166   C2  24
m   312  6938    C2  4219   C2  17
m   312  6940   F#2  4226  F#2  20
m   312  6941   G#1  4244  G#1  25
m   312  6942    F2  4249   F2  34
m   312  6943   G#1  4253  G#1  35
m   312  6944   F#2  4258  F#2  39
m   312  6946    F2  4274   F2  47
m   312  6947   G#1  4284  G#1  46
m   312  6949    C2  4297   C2  74
m   312  6948    E1  4298   E1  71
m   312  6951   G#1  4307  G#1  71
m   312  6953    E1  4319   E1  46
m   312  6954    C2  4322   C2  77
m   312  6955   F#3  4331  F#3  79
m   312  6957    E1  4338   E1  66
m   312  6959    C2  4339   C2  73
m   312  6958   G#1  4345  G#1  60
m   312  6961   F#4  4354  F#4  63
m     0    -1        4356  D#4  14
m   312  6957    E1  4357   E1  41
m   312  6959    C2  4358   C2  66
m   312  6958   G#1  4361  G#1  35
m   312  6962    F3  4385   F3  45
m   312  6965    C2  4404   C2  29
m   312  6963   G#1  4406  G#1   1
m   312  6964    E1  4407   E1  44
m   312  6966   F#3  4409  F#3  52
m   312  6968   G#1  4422  G#1   7
m   312  6965    C2  4424   C2  22
m   312  6970    F2  4427   F2  59
m   312  6971   G#2  4451  G#2  99
m   312  6973   G#2  4479  G#2  77
m   312  6972   F#2  4483  F#2  66
m   312  6977    F4  4539   F4  24
m   312  6978   F#4  4543  F#4  18
m   312  6975   G#1  4545  G#1   4
m   312  6976    C2  4546   C2   1
m   312  6974    E1  4548   E1  13
m   312  6980    E5  4663   E5  36
m   312  6981    D4  4672   D4  27
m   312  6982   F#5  4689  F#5  39
m   312  6983   A#4  4698  A#4  21
m   312  6984   F#5  4704  F#5  53
m   312  6985   A#4  4713  A#4  40
m   312  6987   A#4  4723  A#4  59
m   312  6989   F#6  4727  F#6  73
m   312  6988    D4  4732   D4  53
m   312  6989   F#6  4749  F#6  73
m   312  6990   A#4  4764  A#4  60
m   312  6991   D#3  4772  D#3  44
m   312  6994   F#5  4785  F#5  84
m   312  6992    D4  4786   D4  44
m   312  6993   A#4  4787  A#4  62
m   312  6995   D#3  4790  D#3  55
m   313  7002   F#4  4845  F#4  32
m   313  7001    F4  4846   F4  33
m   313  6998    E1  4851   E1  21
m   313  7000    C2  4854   C2  24
m   313  6999   G#1  4857  G#1  16
m   313  7003    D2  4885   D2  69
m   313  7004    E3  4889   E3  75
m   313  7005    D2  4896   D2  63
m   313  7006    C1  4903   C1  60
m   313  7007   F#1  4918  F#1  44
m   313  7008   G#1  4934  G#1  42
m   313  7009    D5  4940   D5  49
m   313  7011   F#1  4942  F#1  40
m   313  7010    C1  4945   C1  39
m   313  7013    D6  4965   D6  38
m   313  7015   A#2  4982  A#2  26
m   313  7017   A#2  5004  A#2  41
m   313  7016    C5  5005   C5  64
m   313  7017   A#2  5009  A#2  67
m   313  7018   F#3  5011  F#3  59
m   313  7019    C4  5017   C4  71
m   313  7022   F#3  5022  F#3  72
m   313  7021   A#2  5024  A#2  70
m   313  7023    D4  5030   D4  86
m   313  7022   F#3  5031  F#3  68
m   313  7021   A#2  5033  A#2  70
m   313  7024    B3  5040   B3  84
m     0    -1        5048  C#4  31
m     0    -1        5059   A1  41
m     0    -1        5067   B1   1
m     0    -1        5075  C#4  55
m   313  7022   F#3  5031  F#3  68
m   313  7021   A#2  5033  A#2  70
m   313  7024    B3  5040   B3  84
m   313  7028   C#4  5075  C#4  55
m   313  7031   A#1  5104  A#1   1
m   313  7031   A#1  5114  A#1  26
m   313  7032   F#2  5117  F#2  40
m     0    -1        5120   E5  61
m     0    -1        5121  G#5  55
m   313  7033    F4  5145   F4  45
m   313  7034   F#3  5155  F#3  63
m   313  7037    D4  5174   D4  28
m   313  7039   F#5  5175  F#5  66
m   313  7038   A#4  5177  A#4  58
m   313  7036   D#3  5183  D#3  69
m   313  7035    C3  5184   C3   9
m   313  7040   G#3  5198  G#3  52
m   313  7042   F#3  5205  F#3  65
m   313  7043    D5  5252   D5  41
m   313  7045    E6  5253   E6  45
m     0    -1        5255   F6  24
m   313  7046   F#7  5259  F#7  92
m   313  7047   D#4  5275  D#4  63
m   313  7048   A#5  5290  A#5  61
m   313  7049   F#6  5298  F#6  71
m   313  7050   D#4  5316  D#4  45
m   314  7056   F#4  5346  F#4  31
m   314  7052    E1  5351   E1  15
m   314  7055    F4  5352   F4  29
m   314  7053   G#1  5355  G#1   1
m   314  7054    C2  5357   C2  11
m   314  7057   G#6  5486  G#6  59
m   314  7061   F#6  5487  F#6  55
m   314  7060    D5  5488   D5  39
m   314  7059   A#4  5491  A#4  34
m   314  7058   D#4  5492  D#4  25
m   314  7062    C7  5502   C7  61
m   314  7063    E6  5510   E6  54
m   314  7064    C7  5516   C7  70
m   314  7065   F#7  5517  F#7  68
m   314  7067   G#6  5527  G#6  64
m   314  7066    E6  5530   E6  51
m   314  7068    C7  5535   C7  74
m   314  7071   F#7  5550  F#7  90
m   314  7070   G#6  5551  G#6  78
m   314  7069    E6  5553   E6  42
m   314  7072    F5  5572   F5  57
m   314  7076   F#7  5588  F#7  81
m   314  7075    C7  5589   C7  81
m   314  7074   G#6  5590  G#6  78
m   314  7073    E6  5594   E6  42
m   314  7080   F#6  5613  F#6  65
m   314  7077   D#4  5616  D#4  38
m   314  7079    D5  5617   D5  33
m     0    -1        5620   C5  18
m   314  7081    E5  5697   E5  37
m   315  7083   F#5  5728  F#5  52
m   315  7084   G#4  5732  G#4  55
m   315  7085    F3  5738   F3  42
m   315  7087    F3  5748   F3  62
m   315  7086    C5  5751   C5  66
m   315  7088    E4  5758   E4  55
m   315  7089    E3  5780   E3  66
m   315  7090    C1  5784   C1  63
m   315  7091    F2  5805   F2  52
m   315  7093   G#1  5814  G#1  57
m   315  7096   G#5  5832  G#5  56
m   315  7097   F#6  5848  F#6  71
m   315  7098    C6  5855   C6  84
m   315  7099   F#1  5857  F#1  38
m   315  7100   G#1  5859  G#1  41
m   316  7102   A#1  6352  A#1  75
m   316  7104    D7  6378   D7 120
m   316  7105   A#1  6385  A#1  71
m   316  7107   C#5  6629  C#5  36
m   316  7110   F#2  6649  F#2  13
m   316  7109   C#5  6651  C#5  31
m   316  7111    F2  6704   F2  36
m   316  7113    C6  6720   C6  71
m   316  7111    F2  6723   F2  11
m   316  7113    C6  6736   C6  81
m   316  7115    E4  6748   E4   1
m   317  7118   F#4  6811  F#4  43
m   317  7119    F3  6834   F3  28
m   317  7120    G2  6893   G2  40
m   317  7122    F3  6910   F3  49
m   317  7121    G2  6911   G2  33
m   317  7123    F3  6969   F3  34
m   317  7125    E4  6980   E4  40
m   317  7124   F#2  6987  F#2  35
m   317  7126    C2  7004   C2   5
m   317  7128   G#2  7023  G#2  21
m   317  7127    C2  7025   C2  25
m   317  7129    F3  7091   F3  28
m   317  7132    E4  7108   E4  25
m   317  7130    E1  7110   E1  40
m   317  7133    C1  7131   C1  32
m   317  7134    E3  7137   E3  46
m   317  7135    F2  7142   F2  52
m   317  7136    C1  7151   C1   1
m   317  7139    E3  7168   E3  50
m   317  7137   G#1  7172  G#1  57
m   317  7138    F2  7173   F2  27
m     0    -1        7176   C1   2
m   317  7140   F#1  7186  F#1  49
m     0    -1        7209   C1  32
m     0    -1        7211  F#1  26
m     0    -1        7247  F#1  18
m   317  7137   G#1  7250  G#1  27
m     0    -1        7389   D6  34
m     0    -1        7400  F#7  61
m     0    -1        7410   E7  59
m     0    -1        7423   D5   9
m   317  7145   F#1  7211  F#1  26
m   317  7146   F#1  7247  F#1  18
m   317  7147   G#1  7250  G#1  27
m   318  7150    D6  7389   D6  34
m   318  7152   F#7  7400  F#7  61
m   318  7153    E7  7410   E7  59
m   318  7154    D5  7423   D5   9
m   318  7155    E6  7439   E6  49
m   318  7156   A#5  7444  A#5  50
m   318  7157    E6  7450   E6  60
m   318  7158    D4  7459   D4  41
m   318  7159   A#5  7470  A#5  61
m   318  7160   F#6  7479  F#6  75
m   318  7161    E5  7490   E5  53
m   318  7162   A#4  7500  A#4  67
m   318  7165   F#7  7523  F#7 105
m   318  7164    D7  7524   D7  88
m   318  7163   D#3  7527  D#3  65
m   318  7167   F#2  7557  F#2  57
m   318  7166    D7  7558   D7  87
m   318  7168    E1  7577   E1  41
m   318  7169    C2  7583   C2  40
m   318  7170    E1  7587   E1  45
m   318  7172   G#1  7599  G#1  45
m   319  7175   F#7  7894  F#7  53
m   319  7174   G#5  7895  G#5  28
m   319  7178   F#7  7938  F#7  60
m   319  7177   G#6  7940  G#6  46
m   319  7180    C7  7948   C7  65
m   319  7181    E4  7961   E4  38
m   319  7182    C6  7973   C6  44
m     0    -1        7975   D6  38
m   319  7183    F3  7983   F3  52
m   319  7184    E4  7988   E4  48
m   319  7185    F3  7996   F3  53
m   319  7186    E4  8006   E4  64
m   319  7187    F3  8012   F3  77
m   319  7191   F#5  8064  F#5  52
m   319  7193    D4  8065   D4  36
m   319  7190    E5  8067   E5  41
m   319  7189   A#4  8069  A#4  28
m   319  7192   D#3  8072  D#3  17
m   319  7197   F#6  8114  F#6  62
m   319  7196    C6  8115   C6  49
m   319  7195   G#5  8118  G#5  33
m   319  7198    F2  8139   F2  40
m   319  7199    E3  8144   E3  40
m   319  7200    F2  8152   F2  59
m   319  7201    E3  8160   E3  57
m   319  7204   F#6  8207  F#6  26
m   319  7206    D3  8208   D3  17
m   319  7203    E6  8211   E6  30
m   319  7202   A#5  8212  A#5  14
m   319  7205   D#2  8215  D#2  11
m   319  7210   F#7  8366  F#7  50
m   319  7209    C7  8368   C7  45
m   319  7208   G#6  8369  G#6  39
m     0    -1        8370   E2  24
m   319  7211    F1  8373   F1  19
m   319  7210   F#7  8426  F#7  34
m   319  7214   A#6  8429  A#6  38
m   319  7215    E7  8430   E7  44
m   319  7218    D2  8432   D2  10
m   319  7217   D#1  8439  D#1   7
m   319  7216   F#7  8590  F#7  34
m   320  7221    C7  8592   C7  37
m   320  7220   G#6  8593  G#6  29
m   320  7224    E2  8595   E2  27
m   320  7223    F1  8598   F1  13
m   320  7222   F#7  8709  F#7  38
m   320  7226    E7  8710   E7  37
m   320  7225   A#6  8712  A#6  29
m   320  7229    D2  8715   D2  11
m   320  7228   D#1  8719  D#1   9
m   320  7232   F#5  8877  F#5  36
m   320  7230   G#4  8878  G#4  26
m   320  7231    C5  8881   C5  25
m   320  7234    E4  8884   E4  20
m   320  7233    F3  8889   F3  15
m   321  7238   F#5  9148  F#5  53
m   321  7236   A#4  9150  A#4  37
m   321  7237    E5  9151   E5  49
m   321  7240    D4  9153   D4  27
m   321  7239   D#3  9157  D#3  21
m   322  7243   F#2  9913  F#2  17
m   322  7244   F#2  9937  F#2  90
m   322  7245    C3  9938   C3  88
m   322  7248    C3  9973   C3  98
m   322  7247    B2  9975   B2  95
m   322  7246   F#2  9976  F#2  99
m   322  7251    D4 10053   D4  97
m   322  7252   A#0 10060  A#0  76
m   322  7253   F#1 10067  F#1  71
m   322  7255    B1 10074   B1  62
m   322  7257    C2 10081   C2  68
m   322  7258   F#1 10110  F#1  52
m   322  7259    B1 10120   B1  52
m   322  7261    C2 10129   C2  58
m   322  7262    B1 10136   B1  62
m   322  7263    C2 10147   C2  53
m   322  7264    B1 10155   B1  61
m   322  7263    C2 10165   C2  39
m   322  7266    D5 10179   D5  61
m   322  7267   A#0 10199  A#0  47
m   322  7268   F#1 10210  F#1  49
m   322  7269    C2 10221   C2  48
m   322  7270    B1 10238   B1  44
m   322  7271    C2 10243   C2  40
m   322  7270    B1 10249   B1  36
m   322  7272    D6 10258   D6  44
m   323  7274   A#6 10331  A#6  98
m   323  7278   G#2 10410  G#2 106
m   323  7277   F#2 10414  F#2  53
m   323  7276   G#1 10417  G#1  50
m   323  7279    E6 10478   E6  94
m     0    -1       10479  D#6   1
m   323  7280    D4 10482   D4  62
m   323  7281    C3 10496   C3  57
m     0    -1       10500   D2  47
m   323  7282    E3 10501   E3  55
m   323  7283   C#4 10504  C#4  57
m   323  7285   G#1 10507  G#1  63
m   323  7286    C3 10518   C3  70
m   323  7287    E3 10532   E3  60
m   323  7290    D2 10539   D2  87
m   323  7292   C#4 10540  C#4  85
m   323  7289   G#1 10541  G#1  96
m   323  7291    C3 10542   C3  88
m     0    -1       10546  A#3  43
m   323  7293   C#7 10598  C#7  67
m   323  7295   G#4 10605  G#4  57
m   323  7296    D5 10614   D5  45
m   323  7297   G#4 10620  G#4  56
m   323  7298    D5 10627   D5  71
m   323  7299   G#4 10632  G#4  65
m   323  7300    C6 10644   C6  67
m   323  7301    E6 10667   E6  52
m   323  7302   G#3 10672  G#3  42
m   323  7303   C#6 10695  C#6  60
m   323  7304    C5 10704   C5  55
m     0    -1       10721   D3  66
m   323  7306   C#6 10724  C#6  61
m     0    -1       10739   C5  43
m   323  7308   G#2 10747  G#2  61
m   323  7307    D3 10750   D3  73
m     0    -1       10756   E5  86
m   323  7309   C#6 10757  C#6  90
m   323  7310    C5 10758   C5  81
m     0    -1       10764  G#5  26
m     0    -1       10803  C#5  46
m   323  7316    E5 10807   E5  50
m     0    -1       10808  G#1  45
m     0    -1       10810  F#4  37
m     0    -1       10854  A#6  89
m     0    -1       10855  F#4  36
m   323  7318   C#5 10803  C#5  46
m   324  7321    E5 10807   E5  50
m   324  7322   G#1 10808  G#1  45
m   324  7320   F#4 10810  F#4  37
m   324  7326   A#6 10854  A#6  89
m   324  7324   F#4 10855  F#4  36
m   324  7325    E5 10856   E5  53
m   324  7329    E5 10887   E5  48
m   324  7327    D4 10889   D4  54
m   324  7328   F#4 10890  F#4  43
m   324  7331    F3 10930   F3  42
m   324  7332    G1 10933   G1  49
m   324  7333    A1 10939   A1  55
m   324  7334    G1 10948   G1  59
m     0    -1       10964   F3  56
m   324  7336    G1 10988   G1  47
m   324  7337    F3 10989   F3  51
m     0    -1       11066   E6  58
m     0    -1       11075   D4  59
m     0    -1       11084  F#6  99
m     0    -1       11115  D#3  32
m   324  7337    F3 10964   F3  56
m   324  7338    G1 10988   G1  47
m   324  7339    F3 10989   F3  51
m   324  7342    E6 11066   E6  58
m   324  7341    D4 11075   D4  59
m   324  7343   F#6 11084  F#6  99
m   324  7344   D#3 11115  D#3  32
m   324  7345   A#4 11122  A#4  49
m   324  7348    E5 11139   E5  45
m   324  7346    D4 11145   D4  40
m   324  7347   F#4 11146  F#4  28
m   324  7353   A#6 11221  A#6 102
m   324  7352    E5 11227   E5  29
m   324  7351   F#4 11228  F#4  31
m   324  7350    D4 11232   D4  12
