  Score Score Score MIDI  MIDI MIDI
  Bar   UUID  Pitch UUID  Ptch Vel.
m   307  6784   G#3  1796  G#3  69
m   307  6786    F4  1797   F4  76
m   307  6785    C4  1798   C4  74
m   307  6788    G3  1822   G3  30
m   307  6789   F#3  1837  F#3  39
m   307  6791    D4  1867   D4  35
m   307  6792   A#5  1878  A#5  30
m   307  6793   F#3  1894  F#3  43
m   307  6794    D4  1904   D4  47
m   307  6795   A#5  1911  A#5  47
m   307  6796   G#5  1924  G#5  54
m   307  6797   F#3  1932  F#3  65
m   307  6798    D4  1934   D4  69
m   307  6799   G#4  1959  G#4  70
m   307  6800   F#3  1981  F#3  62
m   307  6801    D4  1984   D4  75
m   307  6802   A#5  1996  A#5  61
m   307  6803   G#4  2000  G#4  49
m   307  6804    D3  2009   D3  56
m   307  6805   F#2  2022  F#2  60
m   307  6806   G#4  2029  G#4  55
m   307  6808    D3  2043   D3  98
m   307  6807   F#2  2044  F#2  84
m   307  6809   A#5  2064  A#5  52
m   308  6812   C#5  2081  C#5  35
m   308  6811   G#5  2082  G#5  63
m   308  6813    G6  2108   G6  73
m   308  6814    D4  2135   D4  69
m   308  6815   G#5  2150  G#5  46
m   308  6816    D5  2160   D5  65
m   308  6817   G#5  2181  G#5  51
m   308  6818    G6  2183   G6  90
m   308  6819    D3  2203   D3  70
m   308  6820   F#2  2223  F#2  62
m   308  6821    D3  2239   D3  65
m     0    -1        2243  C#5  60
m   308  6822    D5  2245   D5  55
m   308  6823   A#5  2269  A#5  63
m   308  6824   G#4  2286  G#4  71
m   308  6825   A#5  2300  A#5  70
m   308  6826   F#1  2306  F#1  81
m   308  6827   G#5  2326  G#5  85
m   308  6828   A#6  2340  A#6  72
m   308  6829   G#5  2359  G#5  75
m   308  6830    G7  2391   G7 106
m   308  6831   F#3  2415  F#3  73
m   308  6832    D4  2416   D4  82
m   308  6833   G#4  2433  G#4  79
m   308  6834    D4  2462   D4  57
m   308  6835    G7  2465   G7  44
m     0    -1        2466   A7  29
m   308  6836   A#5  2481  A#5  71
m   308  6837   G#4  2486  G#4  46
m   308  6839    E2  2512   E2  56
m   308  6840   F#5  2515  F#5  66
m   308  6842   F#2  2516  F#2  53
m   308  6844   G#5  2531  G#5  66
m   308  6842   F#2  2542  F#2  62
m   308  6843    D3  2544   D3  83
m   308  6844   G#5  2559  G#5  36
m   308  6845   A#5  2564  A#5  63
m   308  6846    F4  2593   F4  76
m   308  6847   F#5  2594  F#5  96
m     0    -1        2597   E4  79
m   308  6848    G6  2617   G6  82
m   308  6852   F#5  2624  F#5 107
m   308  6850    C2  2625   C2  90
m   308  6851    F2  2626   F2  93
m   308  6853   G#1  2661  G#1  11
m   308  6856   F#4  2664  F#4  25
m   308  6854    C2  2666   C2  19
m   308  6855    F2  2667   F2   4
m   309  6858    D5  2722   D5  30
m   309  6860   F#2  2724  F#2  34
m   309  6861   A#1  2725  A#1  38
m   309  6862    D5  2727   D5  38
m   309  6864   F#2  2729  F#2  46
m   309  6865    D6  2730   D6  69
m   309  6867   F#2  2742  F#2  62
m   309  6868   A#1  2755  A#1  69
m   309  6869    B2  2759   B2  71
m   309  6870    C3  2761   C3  63
m   309  6871    B2  2762   B2  79
m   309  6872   F#2  2769  F#2  90
m   309  6874    C3  2797   C3  53
m   309  6875    B2  2801   B2  52
m   309  6876    C3  2808   C3  22
m   309  6877    B2  2810   B2  34
m   309  6878    C3  2816   C3  26
m   309  6879    B2  2823   B2  26
m   309  6880    C3  2829   C3  29
m   309  6881   F#1  2836  F#1  33
m   309  6885   F#3  2866  F#3  15
m   309  6884    F2  2867   F2  15
m   309  6882   G#1  2869  G#1  17
m   309  6883    C2  2871   C2  16
m   310  6887    E1  2914   E1  12
m   310  6888   F#1  2916  F#1  30
m   310  6890   F#1  2955  F#1  30
m   310  6891    B1  2961   B1  47
m   310  6892    C2  2962   C2  56
m   310  6894    B1  2972   B1  65
m   310  6893    E6  2980   E6  46
m   310  6895   A#5  2981  A#5  67
m   310  6897   A#0  2982  A#0 109
m   310  6896   F#6  2983  F#6  93
m   310  6898   D#1  2999  D#1  50
m   310  6899    D7  3007   D7  96
m   310  6901   F#1  3037  F#1  33
m   310  6902   A#0  3061  A#0  50
m   310  6903   F#1  3095  F#1  35
m   310  6904    C2  3099   C2  40
m   310  6905    B1  3118   B1  37
m   310  6907    C2  3131   C2  31
m   310  6908    B1  3138   B1  32
m   310  6910   F#6  3174  F#6  61
m   310  6911   A#0  3175  A#0  17
m   310  6914   F#1  3176  F#1  22
m   310  6916    C2  3179   C2  16
m   310  6915    B1  3180   B1  16
m   310  6913    E1  3182   E1  24
m   310  6912   D#1  3183  D#1  10
m   310  6919   A#0  3236  A#0   6
m   310  6922   F#1  3238  F#1  12
m   310  6924    C2  3240   C2  10
m   310  6923    B1  3241   B1  11
m   310  6920   D#1  3242  D#1  13
m   310  6921    E1  3243   E1  22
m   311  6927   A#0  3420  A#0  69
m   311  6926   F#6  3422  F#6 114
m   311  6928   D#1  3423  D#1  66
m   311  6929    E1  3425   E1  81
m   311  6932    C2  3426   C2  80
m   311  6931    B1  3427   B1  81
m   311  6930   F#1  3428  F#1  87
m   311  6935    E1  3712   E1  26
m   311  6936    C2  3772   C2  14
m   312  6938    C2  3809   C2  26
m   312  6940   F#2  3834  F#2  30
m   312  6941   G#1  3854  G#1  33
m   312  6942    F2  3867   F2  36
m   312  6943   G#1  3880  G#1  29
m   312  6944   F#2  3890  F#2  48
m   312  6946    F2  3902   F2  35
m   312  6947   G#1  3912  G#1  40
m   312  6948    E1  3928   E1  58
m   312  6949    C2  3930   C2  76
m   312  6951   G#1  3949  G#1  70
m   312  6954    C2  3977   C2  88
m   312  6953    E1  3979   E1  75
m   312  6955   F#3  3990  F#3  74
m   312  6959    C2  4043   C2  98
m   312  6957    E1  4044   E1  83
m   312  6958   G#1  4045  G#1  95
m   312  6961   F#4  4078  F#4  57
m   312  6962    F3  4087   F3  60
m   312  6963   G#1  4094  G#1  47
m   312  6964    E1  4102   E1  39
m   312  6965    C2  4103   C2  37
m   312  6966   F#3  4104  F#3  38
m   312  6968   G#1  4124  G#1  50
m   312  6970    F2  4147   F2  60
m   312  6971   G#2  4180  G#2  95
m   312  6973   G#2  4189  G#2  96
m   312  6972   F#2  4190  F#2  86
m     0    -1        4195   G2  56
m   312  6978   F#4  4235  F#4  23
m   312  6977    F4  4236   F4  15
m   312  6975   G#1  4237  G#1  17
m   312  6974    E1  4238   E1  18
m   312  6976    C2  4239   C2  24
m   312  6980    E5  4343   E5  36
m   312  6981    D4  4349   D4  35
m   312  6982   F#5  4357  F#5  50
m   312  6983   A#4  4362  A#4  42
m   312  6984   F#5  4368  F#5  48
m   312  6985   A#4  4374  A#4  43
m   312  6986   F#6  4376  F#6  51
m   312  6987   A#4  4386  A#4  60
m   312  6989   F#6  4391  F#6  66
m   312  6988    D4  4393   D4  65
m   312  6990   A#4  4399  A#4  44
m   312  6991   D#3  4403  D#3  66
m   312  6994   F#5  4406  F#5  75
m   312  6992    D4  4407   D4  79
m   312  6993   A#4  4409  A#4  56
m   312  6995   D#3  4423  D#3  82
m   313  7000    C2  4479   C2  19
m   313  6999   G#1  4480  G#1  14
m   313  6998    E1  4482   E1   8
m   313  7002   F#4  4483  F#4  19
m   313  7001    F4  4488   F4   4
m   313  7003    D2  4563   D2  74
m   313  7004    E3  4570   E3  60
m   313  7005    D2  4575   D2  57
m   313  7006    C1  4582   C1  47
m     0    -1        4585   E1   1
m   313  7007   F#1  4586  F#1  57
m   313  7010    C1  4601   C1  34
m   313  7011   F#1  4603  F#1  25
m   313  7009    D5  4605   D5  32
m   313  7012   A#2  4632  A#2  44
m   313  7013    D6  4639   D6  59
m   313  7015   A#2  4651  A#2  61
m   313  7016    C5  4658   C5  59
m   313  7017   A#2  4665  A#2  78
m   313  7019    C4  4669   C4  84
m   313  7021   A#2  4670  A#2  89
m   313  7022   F#3  4671  F#3  94
m   313  7023    D4  4672   D4  71
m   313  7024    B3  4676   B3  68
m     0    -1        4681   A1  61
m     0    -1        4682  C#4  72
m     0    -1        4697   A1  62
m     0    -1        4713  A#1  78
m   313  7022   F#3  4671  F#3  94
m   313  7023    D4  4672   D4  71
m   313  7024    B3  4676   B3  68
m     0    -1        4715  F#2  83
m   313  7028   C#4  4682  C#4  72
m   313  7031   A#1  4713  A#1  78
m   313  7032   F#2  4715  F#2  83
m     0    -1        4716  G#5  94
m     0    -1        4717   E5  82
m   313  7033    F4  4740   F4  50
m   313  7034   F#3  4749  F#3  54
m   313  7035    C3  4765   C3  49
m   313  7039   F#5  4767  F#5  57
m   313  7038   A#4  4768  A#4  57
m   313  7037    D4  4769   D4  49
m   313  7036   D#3  4770  D#3  56
m   313  7040   G#3  4777  G#3  50
m   313  7042   F#3  4792  F#3  52
m   313  7043    D5  4799   D5  46
m   313  7045    E6  4803   E6  15
m   313  7046   F#7  4805  F#7  60
m   313  7047   D#4  4832  D#4  42
m   313  7048   A#5  4836  A#5  63
m   313  7049   F#6  4838  F#6  82
m   313  7050   D#4  4846  D#4  76
m   314  7053   G#1  4916  G#1  12
m   314  7055    F4  4917   F4  10
m   314  7056   F#4  4918  F#4  19
m   314  7052    E1  4919   E1  10
m   314  7054    C2  4921   C2  14
m   314  7058   D#4  5010  D#4  28
m   314  7060    D5  5011   D5  23
m   314  7059   A#4  5012  A#4  14
m   314  7057   G#6  5014  G#6  22
m   314  7062    C7  5017   C7  44
m   314  7061   F#6  5021  F#6   1
m   314  7063    E6  5023   E6  45
m   314  7064    C7  5030   C7  50
m   314  7065   F#7  5031  F#7  45
m   314  7067   G#6  5036  G#6  67
m   314  7066    E6  5037   E6  63
m   314  7069    E6  5042   E6  45
m   314  7070   G#6  5043  G#6  63
m     0    -1        5044   C7  58
m   314  7071   F#7  5045  F#7  84
m   314  7072    F5  5060   F5  52
m   314  7076   F#7  5070  F#7  86
m   314  7074   G#6  5071  G#6  54
m   314  7075    C7  5072   C7  63
m   314  7073    E6  5073   E6  49
m     0    -1        5076   F6  15
m   314  7080   F#6  5085  F#6  50
m   314  7079    D5  5086   D5  39
m   314  7077   D#4  5087  D#4  28
m   314  7078   A#4  5088  A#4  33
m   314  7081    E5  5131   E5  42
m   315  7083   F#5  5154  F#5  40
m   315  7084   G#4  5158  G#4  42
m   315  7085    F3  5164   F3  56
m     0    -1        5165   E3  50
m   315  7086    C5  5170   C5  50
m     0    -1        5172   C1  66
m   315  7087    F3  5174   F3  56
m     0    -1        5176   F2  47
m   315  7088    E4  5177   E4  70
m     0    -1        5180  G#1  45
m     0    -1        5199  F#1  36
m     0    -1        5212  G#5  59
m     0    -1        5217  F#6  73
m   315  7091    F2  5176   F2  47
m   315  7093   G#1  5180  G#1  45
m   315  7094   F#1  5199  F#1  36
m   315  7096   G#5  5212  G#5  59
m   315  7097   F#6  5217  F#6  73
m   315  7098    C6  5227   C6  97
m   315  7099   F#1  5228  F#1  16
m   315  7100   G#1  5230  G#1  32
m   316  7102   A#1  5405  A#1  57
m   316  7105   A#1  5464  A#1  11
m   316  7104    D7  5466   D7 103
m   316  7107   C#5  5741  C#5  48
m   316  7110   F#2  5752  F#2  36
m   316  7109   C#5  5753  C#5  58
m   316  7111    F2  5778   F2  63
m   316  7113    C6  5779   C6  74
m   316  7115    E4  5799   E4  83
m   316  7114    C6  5801   C6  74
m   317  7118   F#4  5852  F#4  33
m   317  7119    F3  5858   F3  47
m   317  7120    G2  5886   G2  37
m   317  7121    G2  5894   G2  33
m   317  7122    F3  5896   F3  12
m   317  7123    F3  5912   F3  37
m   317  7124   F#2  5917  F#2  11
m   317  7125    E4  5920   E4  37
m   317  7126    C2  5924   C2  44
m   317  7128   G#2  5953  G#2  19
m   317  7127    C2  5954   C2  25
m   317  7129    F3  5985   F3  29
m   317  7131    F3  6005   F3  31
m   317  7130    E1  6006   E1  36
m   317  7132    E4  6007   E4  10
m   317  7133    C1  6027   C1  29
m   317  7134    E3  6038   E3  31
m   317  7135    F2  6048   F2  23
m   317  7136    C1  6054   C1  34
m   317  7137   G#1  6064  G#1  31
m   317  7138    F2  6071   F2   9
m   317  7140   F#1  6085  F#1  35
m   317  7142    E3  6092   E3  10
m   317  7141    F2  6093   F2   3
m   317  7144    C1  6104   C1  18
m   317  7145   F#1  6107  F#1  14
m   317  7147   G#1  6125  G#1  14
m   317  7146   F#1  6126  F#1  11
m   318  7150    D6  6325   D6  42
m   318  7152   F#7  6349  F#7  39
m   318  7153    E7  6359   E7  45
m   318  7154    D5  6378   D5  53
m   318  7155    E6  6390   E6  50
m   318  7156   A#5  6396  A#5  53
m   318  7157    E6  6405   E6  60
m   318  7158    D4  6415   D4  54
m   318  7159   A#5  6434  A#5  49
m   318  7160   F#6  6444  F#6  63
m   318  7161    E5  6454   E5  54
m   318  7162   A#4  6463  A#4  70
m   318  7165   F#7  6498  F#7  93
m   318  7164    D7  6500   D7  82
m   318  7163   D#3  6502  D#3  82
m   318  7167   F#2  6514  F#2  72
m   318  7166    D7  6515   D7 110
m   318  7168    E1  6574   E1  42
m   318  7170    E1  6597   E1  33
m   318  7171    C2  6607   C2   1
m   318  7172   G#1  6612  G#1  41
m   319  7175   F#7  6700  F#7  99
m   319  7174   G#5  6703  G#5  62
m   319  7178   F#7  6807  F#7  45
m   319  7177   G#6  6809  G#6  33
m   319  7180    C7  6812   C7  42
m   319  7181    E4  6833   E4  38
m   319  7182    C6  6853   C6  36
m     0    -1        6857   D6  21
m   319  7183    F3  6877   F3  38
m   319  7184    E4  6888   E4  55
m   319  7185    F3  6896   F3  63
m   319  7186    E4  6906   E4  53
m   319  7187    F3  6918   F3  73
m   319  7189   A#4  6963  A#4  35
m   319  7190    E5  6965   E5  36
m   319  7191   F#5  6966  F#5  46
m   319  7193    D4  6968   D4  54
m   319  7192   D#3  6969  D#3  40
m   319  7196    C6  6994   C6  35
m   319  7197   F#6  6995  F#6  66
m   319  7195   G#5  6996  G#5  47
m   319  7198    F2  7004   F2  37
m   319  7199    E3  7012   E3  57
m   319  7200    F2  7025   F2  45
m   319  7201    E3  7034   E3  47
m   319  7205   D#2  7062  D#2  18
m   319  7202   A#5  7063  A#5  19
m   319  7204   F#6  7065  F#6  21
m   319  7206    D3  7066   D3  14
m   319  7203    E6  7068   E6  24
m   319  7212   D#2  7091  D#2  31
m   319  7208   G#6  7092  G#6  37
m   319  7211    F1  7093   F1  24
m   319  7210   F#7  7095  F#7  40
m   319  7209    C7  7096   C7  42
m   319  7216   F#7  7120  F#7  35
m   319  7218    D2  7121   D2  15
m   319  7217   D#1  7122  D#1  14
m   319  7215    E7  7123   E7  29
m   319  7214   A#6  7124  A#6  26
m   320  7224    E2  7177   E2  16
m   320  7223    F1  7178   F1  12
m   320  7222   F#7  7180  F#7  34
m   320  7220   G#6  7181  G#6  20
m   320  7221    C7  7182   C7  26
m   320  7228   D#1  7232  D#1  14
m   320  7226    E7  7234   E7  24
m   320  7227   F#7  7235  F#7  26
m   320  7225   A#6  7236  A#6  19
m   320  7229    D2  7237   D2  11
m   320  7234    E4  7356   E4  24
m   320  7232   F#5  7357  F#5  38
m   320  7230   G#4  7358  G#4  26
m   320  7233    F3  7359   F3  13
m   320  7231    C5  7360   C5  34
m   321  7238   F#5  7690  F#5  57
m   321  7236   A#4  7691  A#4  47
m   321  7237    E5  7693   E5  52
m   321  7240    D4  7694   D4  39
m   321  7239   D#3  7696  D#3  37
m   322  7243   F#2  8222  F#2  58
m   322  7245    C3  8232   C3  92
m   322  7244   F#2  8233  F#2  83
m   322  7248    C3  8259   C3  96
m   322  7246   F#2  8260  F#2  97
m   322  7247    B2  8261   B2  99
m   322  7251    D4  8361   D4 106
m   322  7252   A#0  8389  A#0  97
m   322  7253   F#1  8401  F#1  84
m   322  7255    B1  8412   B1  71
m   322  7257    C2  8418   C2  59
m   322  7258   F#1  8424  F#1  30
m   322  7259    B1  8452   B1  61
m   322  7261    C2  8471   C2  53
m   322  7262    B1  8491   B1  45
m   322  7263    C2  8501   C2  46
m   322  7266    D5  8514   D5  46
m   322  7267   A#0  8530  A#0  29
m     0    -1        8532   A0   1
m   322  7268   F#1  8544  F#1  49
m   322  7269    C2  8554   C2  34
m   322  7270    B1  8566   B1  40
m   322  7271    C2  8571   C2  22
m   322  7272    D6  8589   D6  34
m   323  7274   A#6  8644  A#6 107
m   323  7278   G#2  8769  G#2 100
m   323  7277   F#2  8776  F#2  65
m   323  7276   G#1  8781  G#1  37
m   323  7279    E6  8884   E6 100
m   323  7280    D4  8895   D4  60
m   323  7281    C3  8935   C3  57
m   323  7282    E3  8942   E3  52
m   323  7283   C#4  8946  C#4  50
m   323  7284    D2  8949   D2  59
m   323  7285   G#1  8950  G#1  70
m   323  7286    C3  8957   C3  68
m   323  7287    E3  8965   E3  67
m   323  7289   G#1  8984  G#1  78
m   323  7291    C3  8985   C3  75
m   323  7292   C#4  8988  C#4  86
m   323  7290    D2  8989   D2  95
m     0    -1        8997   A3  24
m   323  7293   C#7  9066  C#7  52
m   323  7295   G#4  9089  G#4  51
m   323  7296    D5  9100   D5  10
m   323  7297   G#4  9107  G#4  61
m   323  7298    D5  9113   D5  52
m   323  7300    C6  9123   C6  56
m   323  7301    E6  9133   E6  42
m   323  7302   G#3  9150  G#3  52
m   323  7303   C#6  9158  C#6  51
m   323  7304    C5  9166   C5  50
m   323  7305    D4  9178   D4  70
m   323  7306   C#6  9187  C#6  50
m   323  7307    D3  9204   D3  61
m   323  7308   G#2  9208  G#2  60
m   323  7309   C#6  9214  C#6  61
m   323  7312    D3  9218   D3  46
m   323  7315    C5  9219   C5  47
m   323  7314    D3  9233   D3  51
m   323  7316    E5  9250   E5  96
m   323  7317   C#6  9252  C#6 100
m   323  7315    C5  9253   C5  85
m     0    -1        9254  G#3  78
m     0    -1        9257   D4  73
m   323  7318   C#5  9302  C#5  39
m   324  7320   F#4  9310  F#4  43
m   324  7322   G#1  9311  G#1  50
m   324  7321    E5  9313   E5  56
m   324  7326   A#6  9377  A#6 110
m   324  7325    E5  9379   E5  81
m   324  7324   F#4  9380  F#4  74
m   324  7329    E5  9489   E5  43
m   324  7327    D4  9492   D4  35
m   324  7328   F#4  9495  F#4  28
m   324  7331    F3  9541   F3  42
m   324  7332    G1  9543   G1  49
m   324  7333    A1  9549   A1  52
m   324  7334    G1  9561   G1  50
m   324  7335    A1  9566   A1  44
m   324  7336    G1  9573   G1  49
m   324  7335    A1  9575   A1  46
m   324  7336    G1  9582   G1  19
m   324  7337    F3  9588   F3  23
m   324  7338    G1  9597   G1  17
m   324  7339    F3  9598   F3  29
m   324  7340    E6  9639   E6  35
m   324  7341    D4  9645   D4  58
m   324  7343   F#6  9656  F#6 103
m   324  7344   D#3  9712  D#3   9
m   324  7345   A#4  9714  A#4  45
m   324  7346    D4  9733   D4  21
m   324  7347   F#4  9734  F#4  25
m   324  7348    E5  9736   E5  28
m   324  7353   A#6  9841  A#6  99
m   324  7350    D4  9843   D4  28
m   324  7352    E5  9844   E5  44
m   324  7351   F#4  9847  F#4  35
